"","Q32","Q33","Q1","Q61"
"2871",3,3,"Girl",2
"2872",4,4,"Girl",3
"2873",2,3,"Girl",2
"2874",2,3,"Girl",3
"2875",1,4,"Girl",1
"2876",3,3,"Boy",2
"2877",2,4,"Boy",3
"2878",3,4,"Girl",2
"2879",3,3,"Girl",2
"2880",4,4,"Girl",1
"2881",3,4,"Girl",2
"2882",1,4,"Girl",2
"2883",2,3,"Girl",1
"2884",2,2,"Girl",4
"2885",3,3,"Boy",4
"2886",3,3,"Girl",1
"2887",3,4,"Girl",2
"2888",1,3,"Boy",4
"2889",3,3,"Girl",1
"2890",2,4,"Boy",3
"2891",4,4,"Girl",3
"2892",2,3,"Boy",2
"2893",NA,3,"Girl",1
"2894",1,3,"Girl",NA
"2895",4,3,"Boy",2
"2896",NA,3,"Boy",4
"2897",3,2,"Girl",3
"2898",5,3,"Boy",4
"2899",2,3,"Boy",4
"2900",1,1,"Girl",NA
"2901",2,3,"Girl",3
"2902",1,4,"Boy",2
"2903",2,3,"Girl",3
"2904",2,2,"Girl",1
"2905",3,3,"Boy",1
"2906",4,4,"Girl",2
"2907",1,4,"Boy",2
"2908",3,2,"Girl",3
"2909",3,3,"Girl",2
"2910",3,3,"Girl",1
"2911",3,4,"Girl",4
"2912",2,2,"Boy",3
"2913",3,3,"Girl",1
"2914",2,3,"Girl",1
"2915",1,3,"Girl",1
"2916",3,4,"Boy",2
"2917",3,2,"Girl",1
"2918",2,3,"Boy",2
"2919",2,2,"Girl",1
"2920",2,4,"Girl",2
"2921",1,3,"Girl",1
"2922",3,3,"Girl",2
"2923",5,4,"Girl",1
"2924",3,4,"Girl",1
"2925",3,4,"Girl",2
"2926",3,4,"Boy",2
"2927",2,3,"Girl",1
"2928",3,3,"Girl",2
"2929",2,3,"Girl",2
"2930",2,3,"Boy",2
"2931",2,2,"Girl",2
"2932",1,3,"Girl",3
"2933",3,4,"Boy",3
"2934",3,4,"Boy",1
"2935",2,4,"Boy",2
"2936",1,2,"Boy",3
"2937",1,3,"Boy",3
"2938",3,4,"Boy",3
"2939",1,5,"Girl",3
"2940",2,3,"Girl",2
"2941",1,4,"Boy",2
"2942",2,3,"Boy",2
"2943",2,2,"Girl",3
"2944",3,4,"Girl",2
"2945",2,3,"Girl",2
"2946",3,2,"Girl",2
"2947",3,4,"Boy",2
"2948",2,3,"Boy",2
"2949",2,4,"Girl",2
"2950",1,3,"Girl",2
"2951",3,3,"Girl",1
"2952",3,3,"Girl",2
"2953",4,4,"Boy",1
"2954",3,4,"Girl",2
"2955",1,3,"Boy",3
"2956",1,1,"Girl",3
"2957",2,4,"Girl",2
"2958",3,3,"Girl",1
"2959",1,2,"Girl",4
"2960",1,3,"Boy",1
"2961",1,3,"Boy",2
"2962",2,3,"Boy",2
"2963",1,3,"Girl",1
"2964",2,4,"Boy",2
"2965",1,3,"Girl",2
"2966",3,1,"Boy",2
"2967",5,2,"Girl",1
"2968",1,3,"Girl",2
"2969",1,1,"Boy",2
"2970",2,5,"Girl",3
"2971",3,4,"Girl",2
"2972",1,3,"Boy",2
"2973",3,4,"Boy",2
"2974",1,3,"Girl",4
"2975",3,4,"Girl",2
"2976",3,2,"Boy",2
"2977",3,3,"Girl",1
"2978",2,2,"Girl",2
"2979",5,1,"Girl",2
"2980",3,3,"Girl",2
"2981",3,2,"Girl",2
"2982",NA,NA,"Boy",NA
"2983",3,4,"Boy",1
"2984",1,4,"Boy",2
"2985",3,2,"Boy",2
"2986",1,2,"Boy",2
"2987",2,4,"Boy",2
"2988",3,4,"Girl",3
"2989",1,3,"Boy",3
"2990",3,3,"Girl",3
"2991",3,2,"Girl",2
"2992",1,3,"Boy",3
"2993",1,4,"Girl",2
"2994",2,3,"Girl",1
"2995",1,4,"Boy",2
"2996",3,3,"Boy",2
"2997",NA,NA,"Girl",NA
"2998",2,3,"Girl",2
"2999",1,3,"Boy",2
"3000",3,3,"Girl",4
"3001",2,2,"Girl",2
"3002",3,3,"Girl",2
"3003",3,5,"Girl",2
"3004",3,4,"Girl",2
"3005",3,4,"Girl",3
"3006",2,3,"Boy",4
"3007",1,3,"Girl",2
"3008",2,3,"Girl",3
"3009",2,3,"Girl",3
"3010",2,4,"Girl",4
"3011",2,3,"Boy",4
"3012",1,2,"Boy",4
"3013",2,3,"Girl",1
"3014",5,4,"Boy",4
"3015",1,3,"Boy",4
"3016",3,4,"Girl",2
"3017",2,3,"Girl",2
"3018",1,2,"Girl",2
"3019",3,3,"Girl",2
"3020",3,5,"Girl",1
"3021",3,3,"Girl",1
"3022",4,5,"Girl",2
"3023",2,4,"Boy",2
"3024",3,3,"Boy",2
"3025",1,3,"Girl",1
"3026",5,4,"Girl",3
"3027",2,3,"Boy",2
"3028",3,2,"Girl",3
"3029",2,4,"Girl",2
"3030",1,3,"Girl",2
"3031",3,3,"Girl",2
"3032",5,5,"Boy",3
"3033",3,4,"Girl",2
"3034",3,2,"Boy",2
"3035",3,4,"Girl",2
"3036",3,4,"Girl",3
"3037",2,3,"Girl",4
"3038",4,4,"Girl",3
"3039",1,3,"Girl",2
"3040",4,5,"Girl",2
"3041",1,3,"Girl",1
"3042",3,3,"Boy",2
"3043",3,4,"Girl",2
"3044",1,3,"Boy",4
"3045",3,3,"Boy",2
"3046",1,3,"Boy",1
"3047",3,4,"Boy",2
"3048",3,2,"Girl",1
"3049",5,4,"Boy",1
"3050",3,3,"Girl",2
"3051",3,4,"Girl",2
"3052",2,3,"Girl",3
"3053",2,1,"Boy",2
"3054",2,2,"Girl",2
"3055",2,3,"Boy",2
"3056",3,2,"Boy",3
"3057",3,3,"Boy",2
"3058",2,3,"Boy",3
"3059",2,3,"Girl",2
"3060",3,4,"Girl",2
"3061",4,1,"Girl",4
"3062",3,4,"Boy",1
"3063",5,1,"Boy",4
"3064",3,4,"Girl",2
"3065",3,3,"Girl",2
"3066",2,3,"Boy",3
"3067",4,3,"Girl",2
"3068",2,4,"Boy",1
"3069",3,4,"Boy",3
"3070",3,3,"Girl",2
"3071",5,5,"Boy",2
"3072",2,4,"Girl",NA
"3073",3,2,"Girl",2
"3074",3,2,"Boy",1
"3075",3,3,"Boy",4
"3076",2,3,"Boy",3
"3077",3,3,"Girl",3
"3078",3,3,"Boy",2
"3079",4,3,"Boy",3
"3080",1,3,"Girl",2
"3081",3,2,"Boy",3
"3082",3,4,"Girl",2
"3083",2,3,"Girl",2
"3084",1,2,"Boy",1
"3085",3,4,"Boy",3
"3086",4,1,"Girl",2
"3087",3,4,"Boy",3
"3088",3,4,"Boy",2
"3089",3,3,"Boy",3
"3090",2,4,"Boy",4
"3091",3,3,"Boy",2
"3092",3,3,"Boy",1
"3093",NA,NA,"Girl",2
"3094",3,4,"Boy",4
"3095",3,4,"Girl",3
"3096",3,4,"Girl",4
"3097",2,3,"Boy",2
"3098",1,3,"Boy",3
"3099",3,2,"Boy",3
"3100",3,3,"Girl",4
"3101",3,3,"Boy",2
"3102",5,3,"Boy",4
"3103",3,5,"Girl",1
"3104",1,4,"Boy",1
"3105",1,3,"Boy",4
"3106",3,3,"Boy",2
"3107",4,1,"Boy",4
"3108",3,3,"Girl",1
"3109",2,4,"Girl",3
"3110",4,5,"Boy",4
"3111",1,3,"Girl",4
"3112",2,3,"Girl",2
"3113",3,3,"Boy",2
"3114",4,4,"Girl",2
"3115",2,3,"Boy",2
"3116",5,3,"Girl",1
"3117",3,3,"Girl",3
"3118",2,3,"Girl",3
"3119",3,3,"Girl",1
"3120",3,3,"Girl",3
"3121",3,3,"Girl",2
"3122",4,4,"Boy",2
"3123",3,3,"Girl",1
"3124",4,5,"Girl",2
"3125",3,3,"Girl",2
"3126",2,3,"Girl",2
"3127",2,3,"Girl",2
"3128",3,3,"Girl",2
"3129",5,4,"Girl",3
"3130",2,3,"Girl",3
"3131",4,2,"Girl",3
"3132",1,3,"Girl",2
"3133",1,3,"Girl",2
"3134",2,3,"Boy",2
"3135",3,3,"Girl",1
"3136",1,3,"Girl",2
"3137",4,5,"Girl",2
"3138",3,3,"Girl",3
"3139",2,3,"Girl",2
"3140",3,4,"Girl",4
"3141",2,3,"Girl",3
"3142",1,2,"Girl",4
"3143",2,3,"Girl",2
"3144",3,4,"Girl",2
"3145",1,4,"Girl",2
"3146",4,4,"Girl",3
"3147",3,2,"Boy",2
"3148",3,4,"Girl",2
"3149",1,2,"Girl",2
"3150",1,3,"Girl",3
"3151",1,3,"Girl",2
"3152",4,2,"Girl",2
"3153",4,4,"Girl",4
"3154",2,3,"Girl",1
"3155",4,3,"Boy",2
"3156",4,4,"Boy",2
"3157",2,4,"Girl",2
"3158",2,4,"Girl",2
"3159",2,3,"Girl",NA
"3160",3,4,"Boy",2
"3161",1,3,"Girl",2
"3162",3,2,"Girl",1
"3163",2,3,"Boy",2
"3164",3,3,"Boy",3
"3165",1,3,"Girl",1
"3166",3,2,"Boy",2
"3167",2,2,"Girl",2
"3168",3,3,"Girl",3
"3169",2,3,"Girl",2
"3170",3,3,"Boy",4
"3171",3,4,"Girl",1
"3172",1,4,"Girl",1
"3173",2,3,"Boy",4
"3174",3,3,"Girl",2
"3175",2,4,"Girl",4
"3176",3,3,"Boy",2
"3177",1,4,"Girl",2
"3178",1,3,"Boy",2
"3179",4,5,"Boy",2
"3180",4,4,"Boy",2
"3181",NA,NA,"Girl",2
"3182",3,3,"Boy",3
"3183",4,3,"Boy",4
"3184",2,4,"Boy",2
"3185",3,4,"Girl",2
"3186",2,3,"Boy",2
"3187",4,4,"Girl",2
"3188",3,3,"Boy",2
"3189",3,3,"Boy",1
"3190",2,1,"Girl",2
"3191",3,4,"Boy",2
"3192",1,3,"Boy",1
"3193",2,4,"Girl",1
"3194",2,4,"Boy",3
"3195",1,3,"Girl",1
"3196",2,3,"Boy",2
"3197",1,3,"Girl",1
"3198",5,1,"Girl",2
"3199",2,3,"Girl",2
"3200",3,4,"Girl",3
"3201",1,2,"Girl",3
"3202",2,2,"Boy",2
"3203",1,3,"Boy",1
"3204",1,3,"Girl",1
"3205",5,4,"Boy",3
"3206",2,5,"Girl",1
"3207",1,3,"Boy",3
"3208",2,4,"Boy",3
"3209",1,4,"Girl",2
"3210",3,4,"Girl",2
"3211",1,3,"Girl",3
"3212",1,4,"Girl",2
"3213",1,3,"Girl",3
"3214",1,3,"Girl",2
"3215",1,3,"Boy",3
"3216",1,4,"Girl",4
"3217",1,3,"Girl",2
"3218",3,3,"Girl",2
"3219",2,4,"Girl",2
"3220",1,1,"Boy",3
"3221",NA,4,"Boy",1
"3222",2,4,"Girl",1
"3223",1,3,"Girl",2
"3224",1,3,"Boy",2
"3225",2,4,"Boy",2
"3226",1,3,"Girl",2
"3227",5,4,"Boy",3
"3228",2,3,"Boy",2
"3229",2,3,"Boy",3
"3230",4,4,"Boy",2
"3231",1,4,"Girl",3
"3232",3,2,"Boy",1
"3233",1,2,"Boy",3
"3234",3,2,"Boy",2
"3235",3,5,"Girl",4
"3236",1,3,"Girl",2
"3237",1,2,"Girl",3
"3238",2,4,"Girl",2
"3239",1,4,"Girl",2
"3240",NA,4,"Girl",1
"3241",3,4,"Boy",2
"3242",2,4,"Boy",3
"3243",4,3,"Girl",2
"3244",3,4,"Girl",1
"3245",3,4,"Girl",3
"3246",2,3,"Girl",1
"3247",3,4,"Girl",2
"3248",2,3,"Boy",2
"3249",1,3,"Boy",4
"3250",4,4,"Girl",1
"3251",1,3,"Boy",2
"3252",3,2,"Boy",3
"3253",1,2,"Boy",2
"3254",1,3,"Boy",2
"3255",1,3,"Boy",2
"3256",3,5,"Boy",1
"3257",1,3,"Girl",2
"3258",3,4,"Boy",3
"3259",3,4,"Girl",2
"3260",1,3,"Boy",2
"3261",1,3,"Boy",1
"3262",2,3,"Girl",1
"3263",2,3,"Boy",2
"3264",3,2,"Girl",2
"3265",2,3,"Boy",2
"3266",2,3,"Boy",1
"3267",1,3,"Girl",1
"3268",1,3,"Girl",1
"3269",1,3,"Girl",2
"3270",2,4,"Girl",1
"3271",3,4,"Girl",2
"3272",2,3,"Girl",1
"3273",4,4,"Girl",2
"3274",3,3,"Boy",3
"3275",3,3,"Girl",2
"3276",1,3,"Boy",4
"3277",2,3,"Boy",2
"3278",3,4,"Girl",2
"3279",3,3,"Boy",3
"3280",2,3,"Girl",3
"3281",1,3,"Girl",2
"3282",1,3,"Girl",3
"3283",3,2,"Boy",4
"3284",3,5,"Girl",2
"3285",3,3,"Boy",4
"3286",5,5,"Girl",1
"3287",5,5,"Girl",4
"3288",2,3,"Girl",2
"3289",3,4,"Girl",2
"3290",1,3,"Boy",NA
"3291",1,3,"Girl",3
"3292",2,3,"Girl",1
"3293",1,3,"Girl",2
"3294",NA,4,"Girl",4
"3295",3,4,"Girl",3
"3296",3,3,"Boy",2
"3297",2,3,"Girl",1
"3298",3,3,"Boy",2
"3299",1,3,"Girl",2
"3300",3,4,"Boy",2
"3301",1,3,"Girl",2
"3302",3,4,"Girl",1
"3303",5,1,"Girl",4
"3304",3,3,"Boy",3
"3305",2,2,"Boy",1
"3306",3,4,"Girl",2
"3307",1,4,"Girl",2
"3308",2,3,"Girl",1
"3309",3,3,"Girl",2
"3310",3,3,"Boy",3
"3311",4,4,"Girl",1
"3312",3,3,"Boy",1
"3313",2,3,"Girl",1
"3314",1,4,"Girl",1
"3315",2,3,"Boy",2
"3316",2,3,"Girl",2
"3317",3,3,"Girl",1
"3318",3,4,"Boy",2
"3319",2,2,"Boy",2
"3320",1,3,"Girl",2
"3321",3,3,"Girl",4
"3322",3,3,"Boy",2
"3323",1,3,"Girl",3
"3324",3,4,"Girl",2
"3325",3,2,"Boy",1
"3326",3,3,"Boy",3
"3327",2,3,"Girl",2
"3328",3,3,"Girl",4
"3329",2,3,"Girl",3
"3330",5,5,"Girl",3
"3331",1,3,"Boy",1
"3332",2,3,"Girl",1
"3333",1,3,"Girl",2
"3334",3,4,"Girl",2
"3335",3,2,"Boy",3
"3336",2,2,"Girl",2
"3337",2,3,"Boy",1
"3338",2,4,"Boy",4
"3339",1,4,"Boy",1
"3340",3,5,"Girl",3
"3341",2,3,"Girl",2
"3342",3,4,"Boy",2
"3343",3,3,"Boy",2
"3344",3,2,"Girl",2
"3345",3,2,"Girl",1
"3346",2,3,"Boy",4
"3347",3,4,"Girl",3
"3348",3,2,"Girl",2
"3349",2,4,"Girl",3
"3350",4,4,"Girl",2
"3351",1,3,"Girl",3
"3352",1,4,"Girl",1
"3353",2,4,"Girl",4
"3354",3,4,"Boy",3
"3355",3,4,"Girl",2
"3356",3,2,"Girl",3
"3357",2,3,"Girl",4
"3358",3,3,"Boy",3
"3359",3,4,"Boy",2
"3360",2,3,"Boy",1
"3361",2,3,"Girl",1
"3362",3,1,"Boy",2
"3363",3,4,"Girl",1
"3364",3,3,"Girl",3
"3365",2,3,"Boy",3
"3366",3,4,"Girl",2
"3367",3,3,"Boy",4
"3368",2,3,"Boy",1
"3369",3,3,"Girl",2
"3370",1,3,"Girl",2
"3371",3,4,"Boy",4
"3372",2,4,"Boy",1
"3373",2,2,"Girl",2
"3374",NA,NA,"Girl",NA
"3375",1,3,"Girl",3
"3376",3,3,"Boy",4
"3377",1,4,"Boy",4
"3378",1,3,"Girl",2
"3379",1,3,"Boy",2
"3380",2,4,"Boy",1
"3381",2,2,"Girl",2
"3382",2,3,"Boy",3
"3383",1,3,"Girl",4
"3384",3,3,"Girl",2
"3385",3,4,"Girl",1
"3386",2,2,"Girl",NA
"3387",3,4,"Girl",4
"3388",3,2,"Girl",1
"3389",3,3,"Girl",2
"3390",2,2,"Girl",2
"3391",3,3,"Girl",2
"3392",1,2,"Boy",2
"3393",1,3,"Girl",2
"3394",1,2,"Girl",1
"3395",1,3,"Boy",2
"3396",2,3,"Girl",2
"3397",1,3,"Girl",3
"3398",1,3,"Boy",2
"3399",1,4,"Boy",4
"3400",3,3,"Boy",2
"3401",2,2,"Girl",1
"3402",2,3,"Boy",4
"3403",2,3,"Girl",1
"3404",3,3,"Boy",2
"3405",2,3,"Boy",3
"3406",1,4,"Boy",2
"3407",2,3,"Girl",2
"3408",3,4,"Girl",NA
"3409",3,3,"Boy",2
"3410",1,3,"Boy",2
"3411",1,3,"Girl",3
"3412",1,4,"Girl",4
"3413",1,3,"Girl",2
"3414",1,2,"Girl",2
"3415",1,2,"Boy",2
"3416",1,2,"Girl",2
"3417",5,5,"Girl",2
"3418",2,4,"Boy",NA
"3419",3,4,"Girl",2
"3420",4,4,"Girl",3
"3421",4,2,"Boy",1
"3422",2,5,"Boy",2
"3423",1,3,"Girl",2
"3424",3,3,"Boy",3
"3425",3,2,"Girl",3
"3426",2,3,"Boy",2
"3427",2,3,"Girl",3
"3428",2,2,"Girl",2
"3429",1,3,"Girl",3
"3430",3,2,"Boy",4
"3431",3,4,"Girl",1
"3432",2,3,"Girl",3
"3433",3,4,"Girl",2
"3434",3,1,"Boy",2
"3435",3,3,"Girl",1
"3436",3,2,"Girl",1
"3437",5,5,"Boy",4
"3438",3,3,"Girl",3
"3439",2,3,"Boy",2
"3440",3,3,"Girl",2
"3441",3,4,"Girl",4
"3442",4,4,"Girl",2
"3443",3,3,"Girl",2
"3444",3,4,"Girl",3
"3445",4,4,"Girl",2
"3446",2,4,"Boy",2
"3447",4,3,"Boy",2
"3448",3,3,"Girl",2
"3449",3,3,"Boy",2
"3450",4,3,"Girl",1
"3451",3,3,"Girl",1
"3452",3,4,"Boy",2
"3453",1,3,"Girl",2
"3454",1,5,"Boy",4
"3455",3,4,"Girl",2
"3456",2,4,"Girl",2
"3457",3,3,"Girl",2
"3458",1,3,"Boy",3
"3459",3,4,"Girl",NA
"3460",3,4,"Boy",NA
"3461",3,4,"Girl",2
"3462",3,4,"Boy",1
"3463",3,3,"Boy",3
"3464",3,2,"Boy",NA
"3465",3,4,"Girl",NA
"3466",3,3,"Girl",2
"3467",2,3,"Boy",2
"3468",2,3,"Boy",4
"3469",4,4,"Girl",3
"3470",2,4,"Girl",NA
"3471",3,4,"Girl",3
"3472",2,4,"Girl",4
"3473",3,4,"Boy",2
"3474",3,1,"Girl",2
"3475",1,4,"Boy",2
"3476",3,5,"Girl",NA
"3477",2,3,"Girl",2
"3478",3,4,"Girl",3
"3479",3,3,"Boy",3
"3480",3,4,"Boy",4
"3481",1,3,"Boy",NA
"3482",3,3,"Boy",3
"3483",3,3,"Boy",NA
"3484",2,3,"Girl",1
"3485",3,5,"Girl",4
"3486",3,4,"Girl",1
"3487",2,3,"Girl",2
"3488",3,3,"Girl",NA
"3489",3,3,"Girl",2
"3490",1,4,"Girl",NA
"3491",2,3,"Boy",NA
"3492",3,3,"Girl",NA
"3493",3,3,"Boy",NA
"3494",3,4,"Boy",NA
"3495",2,3,"Girl",3
"3496",3,2,"Girl",NA
"3497",2,3,"Boy",2
"3498",3,4,"Boy",1
"3499",1,3,"Girl",NA
"3500",2,3,"Girl",3
"3501",3,3,"Boy",1
"3502",3,3,"Girl",4
"3503",3,4,"Girl",2
"3504",2,3,"Boy",1
"3505",2,3,"Boy",1
"3506",1,3,"Girl",2
"3507",3,3,"Girl",1
"3508",2,3,"Girl",2
"3509",3,4,"Girl",3
"3510",2,3,"Boy",1
"3511",2,3,"Boy",1
"3512",3,2,"Girl",1
"3513",3,3,"Boy",2
"3514",2,4,"Girl",2
"3515",2,3,"Boy",1
"3516",2,4,"Girl",2
"3517",2,3,"Boy",2
"3518",3,1,"Girl",3
"3519",3,3,"Girl",2
"3520",2,3,"Boy",1
"3521",3,3,"Boy",1
"3522",2,2,"Boy",2
"3523",2,3,"Girl",3
"3524",1,3,"Boy",4
"3525",3,4,"Girl",2
"3526",3,3,"Girl",3
"3527",2,3,"Girl",3
"3528",4,4,"Girl",2
"3529",4,5,"Boy",1
"3530",3,3,"Boy",2
"3531",3,3,"Boy",3
"3532",2,2,"Girl",3
"3533",3,2,"Girl",2
"3534",2,3,"Girl",2
"3535",3,4,"Boy",3
"3536",1,3,"Boy",NA
"3537",2,3,"Girl",2
"3538",4,4,"Boy",2
"3539",1,3,"Boy",1
"3540",3,3,"Girl",3
"3541",2,2,"Girl",2
"3542",3,4,"Girl",2
"3543",2,3,"Girl",1
"3544",2,3,"Boy",2
"3545",3,3,"Girl",2
"3546",3,4,"Girl",2
"3547",2,3,"Girl",3
"3548",3,3,"Boy",2
"3549",3,3,"Girl",1
"3550",2,4,"Girl",3
"3551",2,3,"Girl",1
"3552",3,3,"Boy",3
"3553",2,3,"Girl",2
"3554",1,3,"Girl",2
"3555",4,2,"Girl",1
"3556",1,3,"Girl",2
"3557",3,4,"Boy",4
"3558",2,3,"Boy",2
"3559",3,3,"Boy",2
"3560",2,3,"Girl",2
"3561",3,2,"Boy",4
"3562",3,4,"Girl",4
"3563",3,3,"Boy",1
"3564",3,3,"Girl",2
"3565",3,2,"Boy",2
"3566",3,4,"Girl",3
"3567",NA,2,"Boy",3
"3568",3,4,"Girl",2
"3569",NA,3,"Girl",2
"3570",3,3,"Girl",2
"3571",2,3,"Boy",2
"3572",2,3,"Girl",1
"3573",3,4,"Girl",2
"3574",3,3,"Girl",3
"3575",2,3,"Girl",1
"3576",2,3,"Boy",1
"3577",3,2,"Girl",2
"3578",3,4,"Girl",3
"3579",NA,2,"Boy",2
"3580",3,3,"Boy",3
"3581",2,4,"Girl",4
"3582",3,3,"Boy",2
"3583",3,3,"Boy",2
"3584",3,3,"Girl",2
"3585",3,3,"Boy",2
"3586",3,4,"Boy",1
"3587",3,4,"Girl",2
"3588",3,4,"Girl",2
"3589",2,3,"Girl",2
"3590",3,3,"Girl",1
"3591",3,4,"Boy",1
"3592",3,3,"Girl",2
"3593",3,2,"Boy",2
"3594",3,2,"Girl",3
"3595",3,3,"Girl",2
"3596",3,3,"Boy",2
"3597",1,3,"Boy",1
"3598",NA,3,"Boy",3
"3599",3,3,"Boy",2
"3600",2,4,"Girl",1
"3601",1,3,"Boy",2
"3602",2,3,"Girl",1
"3603",3,2,"Boy",2
"3604",3,2,"Boy",NA
"3605",3,4,"Girl",2
"3606",3,3,"Girl",1
"3607",3,3,"Boy",1
"3608",3,3,"Girl",1
"3609",3,3,"Boy",2
"3610",3,3,"Girl",1
"3611",3,3,"Boy",2
"3612",3,3,"Boy",3
"3613",1,3,"Girl",2
"3614",1,3,"Boy",3
"3615",3,4,"Boy",3
"3616",3,4,"Girl",2
"3617",4,3,"Girl",1
"3618",2,4,"Boy",2
"3619",1,3,"Girl",2
"3620",5,5,"Girl",4
"3621",2,3,"Girl",1
"3622",2,4,"Boy",4
"3623",1,3,"Boy",4
"3624",3,3,"Girl",4
"3625",3,4,"Girl",1
"3626",3,3,"Boy",4
"3627",2,3,"Girl",3
"3628",3,4,"Boy",3
"3629",3,4,"Boy",2
"3630",3,3,"Boy",4
"3631",3,4,"Girl",1
"3632",1,3,"Boy",1
"3633",3,4,"Boy",2
"3634",1,4,"Girl",4
"3635",3,5,"Boy",2
"3636",3,1,"Girl",NA
"3637",NA,3,"Girl",3
"3638",3,3,"Girl",1
"3639",3,3,"Girl",2
"3640",4,4,"Girl",3
"3641",1,4,"Girl",4
"3642",1,3,"Boy",4
"3643",3,3,"Girl",2
"3644",3,3,"Boy",2
"3645",3,4,"Girl",3
"3646",1,4,"Girl",2
"3647",1,3,"Boy",2
"3648",2,3,"Girl",2
"3649",3,4,"Girl",2
"3650",4,4,"Girl",3
"3651",3,4,"Boy",2
"3652",4,3,"Boy",4
"3653",1,3,"Boy",3
"3654",1,3,"Girl",2
"3655",1,3,"Boy",2
"3656",3,1,"Boy",3
"3657",2,3,"Girl",2
"3658",3,2,"Boy",2
"3659",5,5,"Girl",3
"3660",3,3,"Boy",2
"3661",2,4,"Girl",2
"3662",2,5,"Girl",2
"3663",3,2,"Girl",2
"3664",3,4,"Girl",2
"3665",2,3,"Boy",3
"3666",5,2,"Boy",NA
"3667",3,4,"Boy",4
"3668",3,4,"Girl",3
"3669",2,3,"Boy",1
"3670",5,3,"Boy",4
"3671",2,2,"Boy",2
"3672",1,3,"Girl",4
"3673",3,4,"Girl",2
"3674",3,4,"Girl",2
"3675",1,3,"Girl",3
"3676",2,2,"Girl",2
"3677",3,2,"Boy",2
"3678",4,4,"Girl",3
"3679",2,3,"Girl",3
"3680",3,3,"Boy",4
"3681",3,4,"Girl",2
"3682",1,3,"Boy",2
"3683",2,4,"Girl",2
"3684",1,3,"Boy",2
"3685",2,4,"Girl",2
"3686",4,4,"Boy",2
"3687",3,4,"Boy",4
"3688",3,5,"Girl",3
"3689",3,3,"Girl",4
"3690",2,4,"Girl",4
"3691",1,3,"Girl",2
"3692",2,3,"Girl",2
"3693",4,4,"Girl",3
"3694",1,3,"Boy",2
"3695",2,3,"Girl",2
"3696",1,3,"Girl",2
"3697",1,3,"Girl",2
"3698",1,3,"Girl",3
"3699",3,5,"Girl",2
"3700",3,4,"Boy",1
"3701",3,4,"Girl",2
"3702",3,3,"Boy",2
"3703",4,4,"Boy",2
"3704",2,3,"Boy",2
"3705",1,4,"Boy",1
"3706",4,3,"Girl",2
"3707",1,3,"Girl",2
"3708",3,4,"Girl",2
"3709",1,3,"Girl",1
"3710",3,4,"Boy",2
"3711",1,3,"Girl",3
"3712",2,3,"Girl",2
"3713",1,3,"Boy",1
"3714",2,3,"Girl",3
"3715",1,3,"Boy",1
"3716",1,3,"Girl",2
"3717",1,3,"Girl",2
"3718",1,2,"Girl",4
"3719",1,NA,"Boy",1
"3720",1,1,"Girl",3
"3721",3,3,"Girl",2
"3722",1,3,"Girl",3
"3723",1,1,"Boy",3
"3724",5,3,"Boy",1
"3725",2,2,"Girl",2
"3726",2,2,"Boy",2
"3727",2,3,"Boy",4
"3728",1,5,"Girl",2
"3729",1,3,"Girl",3
"3730",1,3,"Boy",2
"3731",1,3,"Girl",1
"3732",1,3,"Girl",2
"3733",1,3,"Girl",2
"3734",1,2,"Boy",3
"3735",3,3,"Girl",2
"3736",1,3,"Girl",3
"3737",NA,3,"Boy",2
"3738",1,3,"Girl",1
"3739",1,3,"Boy",1
"3740",2,3,"Girl",2
"3741",2,3,"Girl",1
"3742",3,3,"Boy",2
"3743",1,3,"Girl",1
"3744",2,3,"Girl",2
"3745",1,3,"Girl",2
"3746",1,3,"Boy",4
"3747",2,3,"Boy",1
"3748",1,3,"Girl",2
"3749",1,3,"Girl",NA
"3750",1,3,"Boy",3
"3751",2,3,"Boy",2
"3752",1,3,"Girl",2
"3753",3,3,"Boy",3
"3754",1,3,"Girl",2
"3755",3,4,"Girl",1
"3756",1,3,"Girl",3
"3757",1,2,"Girl",2
"3758",1,2,"Boy",2
"3759",3,NA,"Girl",2
"3760",2,3,"Boy",3
"3761",NA,3,"Boy",3
"3762",1,NA,"Boy",1
"3763",1,3,"Girl",2
"3764",1,2,"Girl",2
"3765",3,4,"Girl",2
"3766",1,3,"Boy",2
"3767",3,4,"Girl",1
"3768",1,3,"Girl",1
"3769",1,3,"Boy",3
"3770",2,4,"Boy",3
"3771",NA,3,"Boy",1
"3772",2,3,"Boy",2
"3773",2,3,"Boy",3
"3774",2,1,"Girl",2
"3775",2,3,"Boy",2
"3776",1,4,"Girl",4
"3777",1,5,"Girl",1
"3778",4,2,"Boy",4
"3779",3,4,"Boy",2
"3780",4,4,"Girl",1
"3781",5,3,"Boy",NA
"3782",2,3,"Girl",1
"3783",2,4,"Girl",1
"3784",3,4,"Boy",2
"3785",2,3,"Boy",2
"3786",3,3,"Boy",2
"3787",3,3,"Boy",3
"3788",3,3,"Girl",NA
"3789",3,4,"Boy",1
"3790",5,4,"Girl",NA
"3791",3,4,"Girl",2
"3792",2,3,"Boy",3
"3793",3,4,"Boy",3
"3794",3,3,"Girl",2
"3795",1,4,"Boy",1
"3796",3,3,"Boy",1
"3797",3,4,"Boy",2
"3798",3,4,"Boy",2
